Log_ID,Timestamp,Service_Name,Notification_Type,Recipient_Type,Status,Failure_Reason,Response_Code,Retry_Count,Delivery_Time_ms
LOG05058,2026-04-13 04:08:38,Authentication Service,Password Reset,Customer,Delivered,,250,0,1423
LOG05059,2026-04-02 00:31:44,Authentication Service,Password Reset,Employee,Delivered,,250,0,667
LOG05060,2026-02-02 00:51:59,Email Gateway,Alert,Vendor,Delivered,,250,0,1041
LOG05061,2026-03-09 01:53:31,Marketing Service,Email,Customer,Delivered,,250,0,1072
LOG05062,2026-03-26 08:27:28,Authentication Service,Promotional,Customer,Delivered,,250,0,789
LOG05063,2026-04-06 23:11:46,Billing Service,Promotional,Customer,Delivered,,250,0,1361
LOG05064,2026-05-12 18:13:29,Authentication Service,Promotional,Employee,Delivered,,250,0,1663
LOG05065,2026-04-30 13:04:48,Email Gateway,Email,Employee,Delivered,,250,0,480
LOG05066,2026-06-16 07:39:18,Billing Service,Promotional,Employee,Delivered,,250,0,1339
LOG05067,2026-05-28 10:55:56,Billing Service,Password Reset,Admin,Delivered,,250,0,1029
LOG05068,2026-02-14 05:52:04,Authentication Service,Alert,Vendor,Delivered,,250,0,771
LOG05069,2026-01-02 09:39:36,Notification Service,Alert,Vendor,Delivered,,250,0,1029
LOG05070,2026-03-12 08:24:42,Billing Service,Invoice,Employee,Delivered,,250,0,1184
LOG05071,2026-02-12 04:13:38,Email Gateway,Email,Employee,Delivered,,250,0,1536
LOG05072,2026-01-29 10:36:21,Billing Service,Password Reset,Admin,Delivered,,250,0,1701
LOG05073,2026-02-02 13:44:51,Marketing Service,Promotional,Admin,Delivered,,250,0,560
LOG05074,2026-02-03 00:18:45,Notification Service,Invoice,Admin,Delivered,,250,0,313
LOG05075,2026-03-24 17:41:52,Billing Service,Email,Customer,Delivered,,250,0,201
LOG05076,2026-02-28 17:07:01,Authentication Service,Alert,Admin,Delivered,,250,1,226
LOG05077,2026-05-26 04:57:12,Billing Service,Password Reset,Employee,Delivered,,250,0,1727
LOG05078,2026-03-28 20:26:53,Authentication Service,Alert,Employee,Delivered,,250,0,1437
LOG05079,2026-03-12 12:00:58,Marketing Service,Email,Admin,Delivered,,250,0,1791
LOG05080,2026-06-08 11:15:27,Authentication Service,Email,Employee,Delivered,,250,0,779
LOG05081,2026-06-27 17:34:04,Marketing Service,Alert,Customer,Failed,SMTP Timeout,504,3,7473
LOG05082,2026-02-17 22:45:10,Marketing Service,Promotional,Admin,Delivered,,250,0,702
LOG05083,2026-06-27 12:19:30,Billing Service,Password Reset,Employee,Delivered,,250,0,296
LOG05084,2026-05-25 12:13:29,Marketing Service,Password Reset,Customer,Delivered,,250,0,886
LOG05085,2026-06-28 08:00:41,Email Gateway,Alert,Employee,Delivered,,250,0,800
LOG05086,2026-05-24 17:20:57,Billing Service,Promotional,Customer,Delivered,,250,0,1285
LOG05087,2026-04-08 13:37:07,Notification Service,Promotional,Vendor,Delivered,,250,0,268
LOG05088,2026-04-28 17:14:14,Billing Service,Alert,Vendor,Delivered,,250,0,989
LOG05089,2026-01-31 15:08:02,Marketing Service,Email,Employee,Delivered,,250,0,1348
LOG05090,2026-05-06 05:33:55,Authentication Service,Promotional,Vendor,Delivered,,250,0,1490
LOG05091,2026-02-02 02:49:04,Marketing Service,Password Reset,Vendor,Delivered,,250,0,694
LOG05092,2026-04-13 14:28:28,Billing Service,Alert,Vendor,Delivered,,250,0,389
LOG05093,2026-05-14 05:07:40,Marketing Service,Promotional,Customer,Delivered,,250,0,310
LOG05094,2026-01-01 23:48:35,Authentication Service,Alert,Customer,Delivered,,250,0,1039
LOG05095,2026-05-01 18:15:13,Marketing Service,Promotional,Admin,Failed,SMTP Timeout,504,0,2536
LOG05096,2026-04-03 14:41:55,Billing Service,Invoice,Admin,Delivered,,250,0,1373
LOG05097,2026-01-24 19:00:39,Email Gateway,Promotional,Customer,Delivered,,250,0,872
LOG05098,2026-01-09 14:21:30,Notification Service,Alert,Admin,Delivered,,250,1,1308
LOG05099,2026-06-03 03:22:54,Billing Service,Alert,Customer,Delivered,,250,0,270
LOG05100,2026-01-09 05:37:20,Marketing Service,Email,Vendor,Delivered,,250,0,623
LOG05101,2026-03-14 09:24:21,Notification Service,Alert,Admin,Delivered,,250,0,182
LOG05102,2026-01-20 11:58:40,Notification Service,Alert,Vendor,Delivered,,250,0,233
LOG05103,2026-02-02 11:54:31,Authentication Service,Invoice,Admin,Delivered,,250,0,396
LOG05104,2026-06-20 02:19:17,Email Gateway,Email,Employee,Delivered,,250,0,1133
LOG05105,2026-01-19 09:13:34,Authentication Service,Email,Vendor,Delivered,,250,0,1519
LOG05106,2026-06-06 23:30:29,Email Gateway,Alert,Vendor,Delivered,,250,0,417
LOG05107,2026-02-06 20:01:56,Billing Service,Invoice,Customer,Delivered,,250,0,1358
LOG05108,2026-01-19 10:12:51,Authentication Service,Password Reset,Admin,Delivered,,250,0,1066
LOG05109,2026-06-04 08:45:04,Billing Service,Email,Admin,Failed,Invalid Email,550,2,5799
LOG05110,2026-01-29 15:52:49,Authentication Service,Password Reset,Employee,Delivered,,250,1,1323
LOG05111,2026-06-26 03:43:44,Marketing Service,Email,Admin,Delivered,,250,0,1409
LOG05112,2026-03-24 01:17:35,Email Gateway,Password Reset,Employee,Delivered,,250,0,1741
LOG05113,2026-02-07 19:25:46,Marketing Service,Alert,Vendor,Delivered,,250,0,1332
LOG05114,2026-06-19 05:38:26,Marketing Service,Email,Customer,Delivered,,250,0,1158
LOG05115,2026-06-19 11:27:33,Email Gateway,Promotional,Admin,Delivered,,250,0,969
LOG05116,2026-01-31 00:01:11,Billing Service,Invoice,Customer,Delivered,,250,0,1594
LOG05117,2026-06-28 06:50:18,Notification Service,Promotional,Employee,Delivered,,250,0,301
LOG05118,2026-03-17 09:44:51,Authentication Service,Invoice,Customer,Delivered,,250,0,371
LOG05119,2026-02-02 15:01:19,Email Gateway,Email,Admin,Failed,Mailbox Full,552,0,1794
LOG05120,2026-05-10 13:29:45,Notification Service,Password Reset,Employee,Delivered,,250,0,911
LOG05121,2026-04-24 08:18:57,Authentication Service,Promotional,Employee,Failed,Authentication Error,535,1,1742
LOG05122,2026-06-03 12:59:20,Marketing Service,Invoice,Admin,Delivered,,250,0,1615
LOG05123,2026-04-28 12:54:26,Email Gateway,Email,Admin,Delivered,,250,0,1008
LOG05124,2026-06-17 00:43:11,Authentication Service,Email,Vendor,Delivered,,250,0,362
LOG05125,2026-01-13 15:23:53,Notification Service,Email,Employee,Delivered,,250,0,430
LOG05126,2026-03-20 15:11:43,Marketing Service,Email,Customer,Delivered,,250,0,1013
LOG05127,2026-06-13 01:54:50,Email Gateway,Alert,Customer,Delivered,,250,0,389
LOG05128,2026-02-19 20:05:45,Email Gateway,Alert,Employee,Delivered,,250,0,719
LOG05129,2026-02-24 11:10:32,Authentication Service,Invoice,Customer,Delivered,,250,0,1572
LOG05130,2026-06-07 14:07:14,Marketing Service,Alert,Customer,Delivered,,250,0,1115
LOG05131,2026-02-20 22:17:36,Marketing Service,Promotional,Admin,Delivered,,250,0,1446
LOG05132,2026-05-04 19:47:43,Authentication Service,Invoice,Customer,Delivered,,250,0,741
LOG05133,2026-01-16 04:19:02,Marketing Service,Password Reset,Customer,Delivered,,250,0,1512
LOG05134,2026-03-28 00:49:16,Billing Service,Password Reset,Vendor,Delivered,,250,0,1464
LOG05135,2026-04-14 15:00:28,Marketing Service,Promotional,Admin,Delivered,,250,0,1409
LOG05136,2026-06-06 14:11:57,Marketing Service,Password Reset,Customer,Delivered,,250,0,765
LOG05137,2026-04-07 04:35:13,Notification Service,Alert,Admin,Delivered,,250,1,1556
LOG05138,2026-05-19 07:05:29,Billing Service,Alert,Vendor,Delivered,,250,0,1782
LOG05139,2026-05-14 06:46:11,Billing Service,Password Reset,Admin,Delivered,,250,0,1733
LOG05140,2026-03-17 18:36:07,Billing Service,Password Reset,Admin,Delivered,,250,0,811
LOG05141,2026-04-26 21:07:20,Authentication Service,Password Reset,Vendor,Delivered,,250,0,1303
LOG05142,2026-04-26 10:33:08,Billing Service,Promotional,Customer,Delivered,,250,0,502
LOG05143,2026-06-12 22:53:43,Billing Service,Promotional,Vendor,Failed,Invalid Email,550,2,7532
LOG05144,2026-04-07 13:18:28,Notification Service,Password Reset,Customer,Delivered,,250,0,483
LOG05145,2026-02-23 02:40:43,Notification Service,Password Reset,Vendor,Delivered,,250,0,979
LOG05146,2026-06-11 09:24:14,Email Gateway,Email,Vendor,Delivered,,250,0,1448
LOG05147,2026-03-01 23:34:38,Authentication Service,Promotional,Customer,Delivered,,250,0,295
LOG05148,2026-03-07 22:05:15,Notification Service,Email,Vendor,Delivered,,250,0,856
LOG05149,2026-02-08 16:25:25,Email Gateway,Password Reset,Customer,Delivered,,250,0,1027
LOG05150,2026-01-04 05:37:59,Marketing Service,Alert,Employee,Delivered,,250,0,486
LOG05151,2026-01-25 15:16:55,Email Gateway,Email,Customer,Delivered,,250,0,1365
LOG05152,2026-02-22 14:20:01,Marketing Service,Password Reset,Customer,Delivered,,250,0,1610
LOG05153,2026-05-05 09:45:46,Email Gateway,Invoice,Customer,Delivered,,250,0,1797
LOG05154,2026-04-05 06:29:21,Authentication Service,Password Reset,Vendor,Delivered,,250,0,583
LOG05155,2026-05-13 05:17:19,Billing Service,Promotional,Employee,Delivered,,250,0,1728
LOG05156,2026-01-29 20:28:04,Email Gateway,Email,Admin,Delivered,,250,0,369
LOG05157,2026-02-12 03:20:36,Billing Service,Alert,Customer,Delivered,,250,0,267
LOG05158,2026-06-06 02:59:51,Authentication Service,Promotional,Employee,Delivered,,250,0,1016
LOG05159,2026-03-08 18:14:27,Billing Service,Alert,Admin,Delivered,,250,0,920
LOG05160,2026-04-08 20:30:22,Billing Service,Promotional,Vendor,Delivered,,250,0,441
LOG05161,2026-03-22 23:24:52,Notification Service,Invoice,Employee,Delivered,,250,0,1191
LOG05162,2026-06-09 23:57:18,Notification Service,Invoice,Vendor,Delivered,,250,0,1489
LOG05163,2026-03-04 12:18:05,Notification Service,Invoice,Customer,Failed,Server Error,500,1,5334
LOG05164,2026-01-05 21:38:15,Marketing Service,Email,Employee,Delivered,,250,0,1314
LOG05165,2026-05-23 23:01:06,Authentication Service,Password Reset,Admin,Delivered,,250,1,1083
LOG05166,2026-03-19 00:48:11,Billing Service,Promotional,Admin,Delivered,,250,0,1270
LOG05167,2026-01-25 22:52:20,Authentication Service,Alert,Admin,Delivered,,250,0,1205
LOG05168,2026-03-28 17:59:15,Email Gateway,Password Reset,Customer,Delivered,,250,0,327
LOG05169,2026-05-13 19:44:16,Notification Service,Promotional,Vendor,Delivered,,250,0,1771
LOG05170,2026-05-26 15:33:29,Notification Service,Promotional,Employee,Delivered,,250,0,1164
LOG05171,2026-06-13 09:11:39,Marketing Service,Email,Vendor,Delivered,,250,0,187
LOG05172,2026-05-04 09:58:20,Email Gateway,Email,Admin,Failed,Network Error,503,2,1966
LOG05173,2026-04-25 17:42:18,Authentication Service,Promotional,Vendor,Delivered,,250,0,735
LOG05174,2026-02-09 18:09:55,Notification Service,Email,Admin,Failed,Invalid Email,550,2,2657
LOG05175,2026-02-14 02:16:37,Notification Service,Invoice,Admin,Delivered,,250,0,1440
LOG05176,2026-04-01 18:15:24,Email Gateway,Email,Customer,Delivered,,250,0,1476
LOG05177,2026-02-28 17:57:35,Notification Service,Invoice,Vendor,Delivered,,250,0,1693
LOG05178,2026-05-19 03:32:51,Authentication Service,Invoice,Admin,Delivered,,250,0,1252
LOG05179,2026-04-09 08:52:21,Email Gateway,Promotional,Admin,Failed,Mailbox Full,552,1,1747
LOG05180,2026-03-13 03:20:34,Authentication Service,Alert,Employee,Delivered,,250,0,1114
LOG05181,2026-03-26 21:03:23,Notification Service,Alert,Employee,Delivered,,250,0,272
LOG05182,2026-06-28 14:41:43,Notification Service,Password Reset,Customer,Delivered,,250,0,1413
LOG05183,2026-03-04 10:15:57,Marketing Service,Alert,Customer,Delivered,,250,0,773
LOG05184,2026-03-29 11:20:14,Notification Service,Email,Vendor,Delivered,,250,0,1255
LOG05185,2026-02-12 09:33:12,Billing Service,Alert,Admin,Delivered,,250,0,1196
LOG05186,2026-02-19 16:17:34,Email Gateway,Promotional,Customer,Delivered,,250,0,1741
LOG05187,2026-03-10 14:16:29,Billing Service,Email,Customer,Delivered,,250,0,1648
LOG05188,2026-01-28 00:57:03,Notification Service,Alert,Employee,Delivered,,250,1,1792
LOG05189,2026-05-14 11:42:12,Authentication Service,Password Reset,Customer,Delivered,,250,0,1211
LOG05190,2026-03-22 15:36:57,Authentication Service,Password Reset,Admin,Delivered,,250,0,1081
LOG05191,2026-01-26 22:54:58,Billing Service,Invoice,Employee,Delivered,,250,0,202
LOG05192,2026-06-25 23:42:44,Marketing Service,Invoice,Admin,Delivered,,250,0,255
LOG05193,2026-06-24 18:55:41,Billing Service,Promotional,Admin,Failed,SMTP Timeout,504,2,2697
LOG05194,2026-01-19 08:24:19,Notification Service,Password Reset,Vendor,Delivered,,250,0,876
LOG05195,2026-04-12 04:16:27,Marketing Service,Alert,Customer,Delivered,,250,0,813
LOG05196,2026-06-17 00:53:09,Billing Service,Invoice,Customer,Delivered,,250,0,422
LOG05197,2026-01-06 15:33:57,Billing Service,Password Reset,Admin,Delivered,,250,0,1730
LOG05198,2026-05-18 09:17:06,Email Gateway,Invoice,Employee,Delivered,,250,0,1263
LOG05199,2026-01-19 10:01:16,Email Gateway,Promotional,Vendor,Delivered,,250,0,1691
LOG05200,2026-06-09 06:43:29,Authentication Service,Invoice,Vendor,Delivered,,250,0,1203
LOG05201,2026-04-22 10:08:25,Notification Service,Email,Employee,Delivered,,250,0,1591
LOG05202,2026-03-18 11:36:00,Marketing Service,Alert,Admin,Delivered,,250,0,1055
LOG05203,2026-04-11 21:49:21,Billing Service,Promotional,Admin,Delivered,,250,0,1794
LOG05204,2026-04-19 13:07:33,Billing Service,Email,Employee,Delivered,,250,0,1174
LOG05205,2026-02-19 20:57:17,Authentication Service,Email,Vendor,Delivered,,250,0,1317
LOG05206,2026-01-05 13:27:23,Authentication Service,Alert,Vendor,Delivered,,250,0,446
LOG05207,2026-02-07 06:43:54,Notification Service,Alert,Customer,Delivered,,250,0,1011
LOG05208,2026-01-23 07:51:09,Marketing Service,Email,Customer,Delivered,,250,0,1428
LOG05209,2026-01-21 15:13:04,Marketing Service,Invoice,Customer,Delivered,,250,0,587
LOG05210,2026-03-22 03:18:45,Marketing Service,Promotional,Employee,Delivered,,250,0,1378
LOG05211,2026-04-28 05:29:14,Email Gateway,Email,Customer,Delivered,,250,0,986
LOG05212,2026-01-19 21:12:44,Billing Service,Invoice,Admin,Delivered,,250,0,1467
LOG05213,2026-06-05 11:40:51,Authentication Service,Alert,Customer,Delivered,,250,0,639
LOG05214,2026-04-13 23:26:58,Email Gateway,Promotional,Admin,Delivered,,250,0,1125
LOG05215,2026-05-10 09:12:51,Notification Service,Promotional,Admin,Delivered,,250,0,1563
LOG05216,2026-03-18 14:03:12,Email Gateway,Email,Employee,Delivered,,250,0,1065
LOG05217,2026-03-01 07:58:42,Notification Service,Password Reset,Customer,Delivered,,250,0,1342
LOG05218,2026-04-20 21:18:14,Billing Service,Password Reset,Vendor,Delivered,,250,0,1140
LOG05219,2026-01-21 02:37:00,Marketing Service,Invoice,Admin,Delivered,,250,0,1181
LOG05220,2026-04-01 15:56:07,Email Gateway,Email,Customer,Delivered,,250,0,1446
LOG05221,2026-01-19 14:48:34,Billing Service,Promotional,Employee,Delivered,,250,0,1027
LOG05222,2026-01-01 21:26:54,Authentication Service,Promotional,Vendor,Delivered,,250,0,1277
LOG05223,2026-06-18 10:46:02,Authentication Service,Promotional,Customer,Failed,Mailbox Full,552,2,6317
LOG05224,2026-04-28 11:16:20,Billing Service,Password Reset,Vendor,Delivered,,250,1,1160
LOG05225,2026-06-17 09:10:33,Authentication Service,Invoice,Employee,Delivered,,250,0,1021
LOG05226,2026-02-23 04:01:53,Marketing Service,Promotional,Customer,Delivered,,250,0,1183
LOG05227,2026-03-18 19:41:30,Billing Service,Promotional,Vendor,Delivered,,250,0,720
LOG05228,2026-05-23 18:59:17,Marketing Service,Alert,Admin,Delivered,,250,0,1447
LOG05229,2026-02-20 08:20:46,Authentication Service,Invoice,Admin,Delivered,,250,0,1466
LOG05230,2026-06-07 02:54:19,Notification Service,Invoice,Admin,Delivered,,250,0,1506
LOG05231,2026-01-08 00:08:23,Notification Service,Invoice,Customer,Delivered,,250,0,1194
LOG05232,2026-02-02 22:38:26,Authentication Service,Email,Vendor,Delivered,,250,0,1431
LOG05233,2026-03-19 08:30:35,Marketing Service,Password Reset,Vendor,Delivered,,250,0,1083
LOG05234,2026-06-06 06:18:41,Marketing Service,Invoice,Customer,Delivered,,250,0,194
LOG05235,2026-03-14 17:45:03,Notification Service,Alert,Employee,Delivered,,250,0,1005
LOG05236,2026-04-23 16:36:28,Notification Service,Password Reset,Customer,Delivered,,250,0,800
LOG05237,2026-05-24 18:12:05,Authentication Service,Email,Vendor,Delivered,,250,0,633
LOG05238,2026-03-31 01:13:18,Notification Service,Email,Vendor,Delivered,,250,0,971
LOG05239,2026-02-12 09:55:36,Notification Service,Invoice,Customer,Delivered,,250,0,1691
LOG05240,2026-06-20 18:45:53,Notification Service,Promotional,Vendor,Delivered,,250,0,1105
LOG05241,2026-05-03 15:39:16,Authentication Service,Promotional,Employee,Delivered,,250,0,988
LOG05242,2026-04-01 17:40:42,Marketing Service,Promotional,Vendor,Delivered,,250,1,987
LOG05243,2026-06-17 17:27:19,Billing Service,Email,Employee,Delivered,,250,0,459
LOG05244,2026-06-25 10:17:02,Billing Service,Password Reset,Admin,Delivered,,250,0,480
LOG05245,2026-06-01 22:59:31,Email Gateway,Alert,Vendor,Delivered,,250,0,361
LOG05246,2026-01-05 02:33:29,Notification Service,Promotional,Admin,Failed,Authentication Error,535,0,6387
LOG05247,2026-06-19 16:26:50,Authentication Service,Invoice,Customer,Delivered,,250,1,717
LOG05248,2026-04-25 22:26:59,Billing Service,Promotional,Admin,Delivered,,250,0,663
LOG05249,2026-06-17 14:04:03,Email Gateway,Promotional,Customer,Delivered,,250,0,838
LOG05250,2026-03-28 20:02:36,Marketing Service,Invoice,Admin,Delivered,,250,0,879
LOG05251,2026-01-05 10:50:49,Marketing Service,Password Reset,Admin,Failed,Mailbox Full,552,0,6749
LOG05252,2026-03-20 08:23:19,Authentication Service,Promotional,Vendor,Delivered,,250,0,1164
LOG05253,2026-01-17 13:02:39,Authentication Service,Email,Employee,Delivered,,250,0,1652
LOG05254,2026-03-19 12:03:56,Email Gateway,Password Reset,Customer,Delivered,,250,0,699
LOG05255,2026-03-12 15:58:09,Authentication Service,Alert,Vendor,Delivered,,250,0,1688
LOG05256,2026-02-10 05:09:45,Notification Service,Promotional,Admin,Delivered,,250,0,864
LOG05257,2026-06-27 23:58:30,Authentication Service,Email,Admin,Delivered,,250,0,1466
LOG05258,2026-06-05 20:35:41,Billing Service,Invoice,Customer,Delivered,,250,0,727
LOG05259,2026-01-08 22:16:40,Billing Service,Email,Admin,Delivered,,250,0,1574
LOG05260,2026-05-06 08:11:20,Marketing Service,Promotional,Vendor,Delivered,,250,0,201
LOG05261,2026-02-14 06:32:52,Marketing Service,Alert,Vendor,Delivered,,250,0,852
LOG05262,2026-05-09 03:30:57,Marketing Service,Email,Vendor,Delivered,,250,0,1161
LOG05263,2026-02-05 20:46:38,Authentication Service,Email,Customer,Delivered,,250,0,1314
LOG05264,2026-06-18 18:27:45,Authentication Service,Password Reset,Admin,Delivered,,250,0,1694
LOG05265,2026-01-17 01:26:34,Billing Service,Promotional,Vendor,Delivered,,250,0,726
LOG05266,2026-02-20 16:46:44,Marketing Service,Email,Vendor,Delivered,,250,0,229
LOG05267,2026-02-08 19:36:55,Notification Service,Email,Admin,Delivered,,250,0,190
LOG05268,2026-06-14 00:46:53,Marketing Service,Password Reset,Admin,Delivered,,250,0,434
LOG05269,2026-05-25 07:38:34,Marketing Service,Password Reset,Employee,Delivered,,250,0,446
LOG05270,2026-04-28 21:03:57,Authentication Service,Alert,Admin,Delivered,,250,0,1409
LOG05271,2026-06-09 17:13:31,Notification Service,Password Reset,Vendor,Delivered,,250,0,722
LOG05272,2026-01-01 14:59:33,Notification Service,Email,Admin,Delivered,,250,0,903
LOG05273,2026-02-23 10:25:29,Email Gateway,Password Reset,Admin,Delivered,,250,0,420
LOG05274,2026-01-29 08:16:01,Authentication Service,Invoice,Employee,Delivered,,250,1,848
LOG05275,2026-01-01 20:24:30,Email Gateway,Invoice,Employee,Delivered,,250,0,1268
LOG05276,2026-01-28 04:35:38,Email Gateway,Promotional,Employee,Delivered,,250,0,1262
LOG05277,2026-06-19 19:24:05,Email Gateway,Email,Employee,Delivered,,250,0,889
LOG05278,2026-02-27 17:37:10,Authentication Service,Invoice,Admin,Delivered,,250,0,1088
LOG05279,2026-05-27 21:29:08,Billing Service,Alert,Admin,Delivered,,250,0,1256
LOG05280,2026-05-26 08:07:08,Notification Service,Invoice,Vendor,Delivered,,250,0,1257
LOG05281,2026-06-11 03:27:41,Email Gateway,Invoice,Customer,Delivered,,250,0,1569
LOG05282,2026-02-06 11:10:58,Authentication Service,Password Reset,Admin,Delivered,,250,0,1381
LOG05283,2026-03-10 22:35:12,Email Gateway,Alert,Vendor,Delivered,,250,0,1504
LOG05284,2026-04-01 16:33:16,Billing Service,Alert,Customer,Delivered,,250,0,264
LOG05285,2026-02-17 07:37:24,Email Gateway,Alert,Customer,Delivered,,250,0,1450
LOG05286,2026-03-05 18:11:51,Marketing Service,Invoice,Admin,Delivered,,250,0,873
LOG05287,2026-01-03 21:24:22,Marketing Service,Alert,Vendor,Delivered,,250,0,1640
LOG05288,2026-06-14 03:24:53,Marketing Service,Email,Employee,Delivered,,250,0,1637
LOG05289,2026-02-26 09:44:19,Email Gateway,Password Reset,Vendor,Failed,Network Error,503,3,5679
LOG05290,2026-03-12 02:54:11,Marketing Service,Invoice,Employee,Delivered,,250,0,1226
LOG05291,2026-01-16 02:35:17,Email Gateway,Alert,Employee,Delivered,,250,0,1769
LOG05292,2026-03-06 00:40:41,Marketing Service,Promotional,Admin,Delivered,,250,0,736
LOG05293,2026-03-14 06:07:47,Authentication Service,Password Reset,Vendor,Delivered,,250,0,438
LOG05294,2026-02-12 02:28:41,Authentication Service,Promotional,Employee,Delivered,,250,0,688
LOG05295,2026-04-04 16:44:28,Authentication Service,Promotional,Customer,Failed,Invalid Email,550,2,7961
LOG05296,2026-03-06 06:15:50,Marketing Service,Alert,Vendor,Delivered,,250,0,1589
LOG05297,2026-05-24 03:39:18,Billing Service,Promotional,Vendor,Delivered,,250,0,396
LOG05298,2026-03-26 17:39:49,Billing Service,Password Reset,Employee,Delivered,,250,0,1043
LOG05299,2026-05-08 23:07:14,Billing Service,Email,Employee,Delivered,,250,0,883
LOG05300,2026-06-25 01:56:13,Email Gateway,Password Reset,Admin,Delivered,,250,0,1683
LOG05301,2026-06-03 15:25:17,Email Gateway,Promotional,Vendor,Delivered,,250,0,1768
LOG05302,2026-01-30 17:14:03,Billing Service,Password Reset,Admin,Delivered,,250,0,308
LOG05303,2026-02-24 23:00:01,Marketing Service,Email,Employee,Delivered,,250,0,1484
LOG05304,2026-06-09 01:23:39,Email Gateway,Email,Vendor,Delivered,,250,0,1318
LOG05305,2026-02-16 17:33:18,Marketing Service,Invoice,Vendor,Delivered,,250,0,924
LOG05306,2026-06-29 08:26:15,Billing Service,Password Reset,Customer,Delivered,,250,0,1538
LOG05307,2026-02-11 16:31:34,Notification Service,Invoice,Admin,Delivered,,250,0,1029
LOG05308,2026-03-22 12:55:38,Authentication Service,Email,Vendor,Delivered,,250,0,1703
LOG05309,2026-04-23 17:27:43,Email Gateway,Email,Admin,Delivered,,250,0,591
LOG05310,2026-01-16 10:17:59,Billing Service,Email,Vendor,Delivered,,250,0,1325
LOG05311,2026-03-04 08:14:52,Notification Service,Email,Admin,Delivered,,250,0,1318
LOG05312,2026-03-16 12:14:38,Email Gateway,Alert,Employee,Delivered,,250,0,1040
LOG05313,2026-01-07 23:59:25,Authentication Service,Alert,Vendor,Delivered,,250,0,360
LOG05314,2026-01-07 11:42:39,Marketing Service,Invoice,Employee,Delivered,,250,0,936
LOG05315,2026-06-13 08:21:53,Notification Service,Password Reset,Customer,Delivered,,250,0,247
LOG05316,2026-04-29 15:52:55,Notification Service,Password Reset,Employee,Delivered,,250,0,1203
LOG05317,2026-04-25 01:38:52,Email Gateway,Password Reset,Customer,Delivered,,250,0,1292
LOG05318,2026-04-19 20:11:42,Billing Service,Alert,Employee,Delivered,,250,1,308
LOG05319,2026-04-19 15:54:51,Authentication Service,Alert,Employee,Delivered,,250,0,1101
LOG05320,2026-04-11 22:07:54,Email Gateway,Promotional,Admin,Delivered,,250,0,739
LOG05321,2026-06-21 00:15:26,Notification Service,Email,Employee,Delivered,,250,0,560
LOG05322,2026-02-27 01:53:18,Notification Service,Promotional,Admin,Delivered,,250,0,1670
LOG05323,2026-06-08 11:38:15,Billing Service,Invoice,Vendor,Delivered,,250,0,1507
LOG05324,2026-04-19 12:13:16,Notification Service,Password Reset,Admin,Delivered,,250,0,670
LOG05325,2026-03-27 21:28:09,Authentication Service,Invoice,Customer,Delivered,,250,0,1088
LOG05326,2026-06-10 03:47:40,Marketing Service,Invoice,Employee,Delivered,,250,0,1539
LOG05327,2026-01-18 03:33:51,Marketing Service,Invoice,Admin,Delivered,,250,0,1345
LOG05328,2026-04-30 17:35:07,Marketing Service,Password Reset,Customer,Delivered,,250,0,1075
LOG05329,2026-03-20 07:51:55,Marketing Service,Password Reset,Employee,Delivered,,250,0,492
LOG05330,2026-05-02 16:11:31,Billing Service,Alert,Customer,Delivered,,250,0,948
LOG05331,2026-02-22 02:13:26,Authentication Service,Promotional,Admin,Delivered,,250,1,1243
LOG05332,2026-01-13 09:41:08,Email Gateway,Alert,Employee,Delivered,,250,0,1799
LOG05333,2026-01-29 07:54:56,Notification Service,Password Reset,Vendor,Delivered,,250,0,560
LOG05334,2026-06-25 09:45:26,Email Gateway,Password Reset,Admin,Delivered,,250,0,1322
LOG05335,2026-05-31 04:56:52,Marketing Service,Email,Admin,Delivered,,250,0,1234
LOG05336,2026-03-22 07:51:33,Billing Service,Invoice,Vendor,Delivered,,250,0,723
LOG05337,2026-06-02 20:43:40,Marketing Service,Invoice,Admin,Delivered,,250,0,846
LOG05338,2026-05-12 05:21:38,Billing Service,Promotional,Vendor,Delivered,,250,0,969
LOG05339,2026-04-20 01:21:01,Email Gateway,Email,Vendor,Delivered,,250,0,449
LOG05340,2026-06-27 23:29:52,Billing Service,Promotional,Admin,Delivered,,250,0,1412
LOG05341,2026-02-21 06:10:42,Notification Service,Promotional,Employee,Delivered,,250,0,1021
LOG05342,2026-01-21 20:23:04,Marketing Service,Promotional,Vendor,Delivered,,250,0,698
LOG05343,2026-02-04 11:32:37,Email Gateway,Email,Vendor,Delivered,,250,1,1224
LOG05344,2026-03-25 17:58:28,Billing Service,Invoice,Admin,Delivered,,250,0,461
LOG05345,2026-01-10 20:19:18,Notification Service,Invoice,Customer,Delivered,,250,0,1260
LOG05346,2026-03-09 11:56:24,Email Gateway,Invoice,Admin,Delivered,,250,0,638
LOG05347,2026-03-03 11:27:27,Authentication Service,Invoice,Customer,Delivered,,250,0,564
LOG05348,2026-06-27 04:17:01,Notification Service,Password Reset,Admin,Delivered,,250,0,599
LOG05349,2026-02-06 03:36:00,Billing Service,Alert,Customer,Delivered,,250,0,598
LOG05350,2026-04-17 09:42:45,Email Gateway,Email,Admin,Failed,Network Error,503,0,6834
LOG05351,2026-06-09 21:39:59,Billing Service,Email,Customer,Delivered,,250,0,346
